title,slug,videoUrl,description,brand,categories,specifications,shippingAndReturns,rating,isBestSeller,isNewArrival,isFeatured,isOnDeal,variant_name,variant_sku,variant_price,variant_salePrice,variant_stock,variant_inStock,variant_images,variant_weight,variant_height,variant_width,variant_depth,attribute1_name,attribute1_value,attribute2_name,attribute2_value,attribute3_name,attribute3_value
,,,,,,,,,,,,,Standard Size / White,PV_MZ1701201228ALHAGS_standard-size_white,809.0,,97,TRUE,"https://content.public.markaz.app/markazimagevideo/public/products/1701-223-688104-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-688104-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-688104-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-688104-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-688104-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-688104-product-1.webp",,,,,Size,Standard Size,Color,White,,
,,,,,,,,,,,,,Standard Size / White,PV_MZ1183200169CCCS_standard-size_white,809.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1183-223-697883-product-1.webp,,,,,Size,Standard Size,Color,White,,
,,,,,,,,,,,,,Free Size / White,PV_MZ1701201269ALHAGS_standard_white,760.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-690529-product-1.webp,,,,,Size,Free Size,Color,White,,
,,,,,,,,,,,,,Standard Size / White,PV_MZ1209200131PEBY_standard-size_white,809.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1209-223-697905-product-1.webp,,,,,Size,Standard Size,Color,White,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ2073200071BBNDMDNO_standard-size_black,809.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/2073-223-688429-product-1.webp,,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Standard Size / White,PV_MZ2073200090BBNDMDNO_standard-size_white,760.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/2073-223-690540-product-1.webp,,,,,Size,Standard Size,Color,White,,
,,,,,,,,,,,,,Standard Size / White,PV_MZ2073200114BBNDMDNO_standard-size_white,860.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/2073-223-699638-product-1.webp,,,,,Size,Standard Size,Color,White,,
,,,,,,,,,,,,,Standard Size / White,PV_MZ608200192SHBS_standard-size_white,809.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/608-223-697850-product-1.webp,,,,,Size,Standard Size,Color,White,,
,,,,,,,,,,,,,Standard Size / Standard,PV_MZ67400000075CYCH_standard-size_standard,1090.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-441487-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-441487-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-441487-product-7.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-441487-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-441487-product-8.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-441487-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/products/674-223-441487-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-441487-product-6.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-441487-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/674-223-441487-product-5.jpg",,,,,Size,Standard Size,Color,Standard,,
Suture Practice Pad,suture-practice-pad,,"Designed To Replicate The Anatomical Structure Of Human Tissue Including 3 Layers: Skin, Fat And Muscle, To Provide The Best Human Tissue Simulation Possible. Perfect For Practicing Suture Techniques And Or For Lab Dissections Or Dental Teaching. It'S Non-Sterile And Are Not Intended For Personal Care, Use On Patients.",,Health Accessories,Material: Silicone | | Number Of Pieces: 1 Pc |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Ivory,PV_MZ1338200011EEWD_standard_ivory,890.0,,1,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1338-223-458974-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1338-223-458974-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1338-223-458974-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1338-223-458974-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1338-223-458974-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1338-223-458974-product-2.jpg",,,,,Color,Ivory,Size,Standard,,
,,,,,,,,,,,,,Standard Size / Skin,PV_MZ1338200017EEWD_standard-size_skin,920.0,,1,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1338-223-461820-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1338-223-461820-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1338-223-461820-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1338-223-461820-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1338-223-461820-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1338-223-461820-product-1.jpg",,,,,Size,Standard Size,Color,Skin,,
,,,,,,,,,,,,,Standard / Beige,PV_MZ1338200082EEWD_standard_beige,1009.0,,1,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1338-223-640297-product-1.webp,,,,,Color,Beige,Size,Standard,,
Sugar Control L14 Acupressure Point Clip,sugar-control-l14-acupressure-point-clip,,Number Of Pieces: 1 Pc,,Health Accessories,Material: ABS Plastic | | Number Of Pieces: 1 Pc |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1701200384ALHAGS_standard-size_black,709.0,,108,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-628208-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-628208-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-628208-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-628208-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-628208-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-628208-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-628208-product-1.jpg",,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1701200326ALHAGS_standard-size_black,809.0,,48,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-626569-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-626569-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-626569-product-2-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-626569-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-626569-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-626569-product-4.jpg",,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ1899200119AAOETR_adjustable_black,770.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1899-223-675540-product-1.webp,,,,,Size,Adjustable,Color,Black,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1701200325ALHAGS_standard-size_black,809.0,,49,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-626568-product-2.jpg,,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1701200259ALHAGS_standard-size_black,759.0,,110,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-622909-product-2-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-622909-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-622909-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-622909-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-622909-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-622909-product-2.jpg",,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ608200132SHBS_adjustable_black,659.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/608-223-649097-product-1.webp,,,,,Size,Adjustable,Color,Black,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1183200109CCCS_standard-size_black,659.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1183-223-649091-product-1.webp,,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ1180200200HSTS_adjustable_black,659.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1180-223-649072-product-1.webp,,,,,Size,Adjustable,Color,Black,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ100400351LHLE_adjustable_black,659.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1004-223-649084-product-1.webp,,,,,Size,Adjustable,Color,Black,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ1472200012NETSWS_standard_standard,679.0,,4,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-563885-product-3.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-563885-product-5.jpeg,https://content.public.markaz.app/markazimagevideo/public/products/1472-223-563885-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-563885-product-1-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-563885-product-4.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-563885-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-563885-product-6.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-563885-product-2.jpeg",,,,,Color,Multicolor,Size,Standard,,
,,,,,,,,,,,,,Standard / Black,PV_MZ1474200062ZNCN_standard_black,715.0,,193,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1474-223-561308-product-1475-withcode.png,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1474-223-561308-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1474-223-561308-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1474-223-561308-product-1475.png,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1474-223-561308-product-1475.png,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1474-223-561308-product-1-withcode.png",,,,,Color,Black,Size,Standard,,
Smart Household Weight Scale,smart-household-weight-scale,,Precision Weighing Electronic Scale,,Health Accessories,"Material: Tempered glass | | Battery: 2 AAA batteries not included, not convenient for shipping | | Smart power on Immediate auto power on as soon as you step on the scale | | Smart Power Off: Auto power off in 10 seconds as soon as you step off the scale | | Maximum weight: 180KG/400LB | | Display LCD display | | Accuracy 0.3- 0.5KG |",,4.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,White / Standard,PV_MZ55900024GALXY_white_standard,2505.0,,10,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/578-40761-223838-product-2.jpeg,180,,,,Size,White,Color,Standard,,
,,,,,,,,,,,,,pink / Standard,PV_MZ55900024GALXY_pink_standard,2505.0,,10,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/578-40761-223838-product-2.jpeg,180,,,,Size,pink,Color,Standard,,
Electric Period Cramp Heating Belt,electric-period-cramp-heating-belt,,"Number Of Pieces: 1 Pc Product Feature: Affordable And Accessible Solutions, Easy To Use And Maintain, Designed For Safety And Effectiveness, Durable And Reliable Materials",,Health Accessories,"Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Affordable And Accessible Solutions, Easy To Use And Maintain, Designed For Safety And Effectiveness, Durable And Reliable Materials |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Pink,PV_MZ1899200050AAOETR_standard_pink,2309.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-672006-product-1-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-672006-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-672006-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/products/1899-223-672006-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-672006-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-672006-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-672006-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-672006-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1899-223-672006-product-3.webp",,,,,Color,Pink,Size,Standard,,
,,,,,,,,,,,,,Standard Size / Multicolor,PV_MZ16300000042WRSR_standard-size_standard,2160.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/products/163-223-618125-product-1.png,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/163-223-618125-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/163-223-618125-product-7.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/163-223-618125-product-6.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/163-223-618125-product-8.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/163-223-618125-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/163-223-618125-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/163-223-618125-product-1-withcode.png,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/163-223-618125-product-1.png,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/163-223-618125-product-4.jpg",,,,,Size,Standard Size,Color,Multicolor,,
Japnese Joint Pain Relief Cream,japnese-joint-pain-relief-cream,,Number Of Pieces: 1 Pc Product Feature: Clinically-Proven Effectiveness For Specific Health Concerns,,Health Accessories,Material: Gel | | Number Of Pieces: 1 Pc | | Product Feature: Clinically-Proven Effectiveness For Specific Health Concerns |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Off White,PV_MZ1183200125CCCS_standard-size_off-white,889.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1183-223-667042-product-1.webp,,,,,Size,Standard Size,Color,Off White,,
Huda Beauty Rapid Relief Cream,huda-beauty-rapid-relief-cream,,"Rapid Relief is another effective pain relief cream that helps to quickly relieve back, muscle and joint discomfort. Perfect for after exercise or rheumatic pain. Easily absorbed, works quickly and deeply.",,Health Accessories,"Material: Gel | | Number Of Pieces: 1 Pc | | Rapid Relief is another effective pain relief cream that helps to quickly relieve back, muscle and joint discomfort. Perfect for after exercise or rheumatic pain. Easily absorbed, works quickly and deeply. |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ69100000297AIBSFD_standard_standard,1309.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675715-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675715-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675715-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/products/691-223-675715-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675715-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/691-223-675715-product-1.webp",,,,,Color,Multicolor,Size,Standard,,
1 Pc Joint Pain Relief Oil,1-pc-joint-pain-relief-oil,,"Experience the comfort of 1 Pc Joint Pain Relief Oil, designed for effectiveness in alleviating discomfort. Its easy application makes it suitable for daily use, helping you regain mobility and ease. Perfect for those seeking an affordable and accessible solution to joint pain, this oil supports your wellness journey and enhances your self-care routine.",,Health Accessories,Material: Liquid | | Number Of Pieces: 1 Pc |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Yellow,PV_MZ1177200057CYCS_standard-size_yellow,830.0,,10,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1177-223-601307-product-1.jpeg,,,,,Size,Standard Size,Color,Yellow,,
,,,,,,,,,,,,,Standard Size / Brown,PV_MZ22100000133MSEE_standard-size_brown,850.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/221-223-574786-product-1.jpg,,,,,Size,Standard Size,Color,Brown,,
,,,,,,,,,,,,,Standard Size / Yellow,PV_MZ1183200059CCCS_standard-size_yellow,819.0,,10,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1183-223-601293-product-1.jpeg,,,,,Size,Standard Size,Color,Yellow,,
Headache Relief Patch,headache-relief-patch,,Number Of Pieces: 1 Pc,,Health Accessories,Material: Silicone | | Number Of Pieces: 1 Pc |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Adjustable / Pink,PV_MZ1701200909ALHAGS_adjustable_pink,1290.0,,120,TRUE,"https://content.public.markaz.app/markazimagevideo/public/products/1701-223-674146-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-674146-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-674146-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-674146-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-674146-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-674146-product-5.webp",,,,,Size,Adjustable,Color,Pink,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ1172200607SE_adjustable_black,1260.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-677792-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-677792-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-677792-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/products/1172-223-677792-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-677792-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-677792-product-2.webp",,,,,Size,Adjustable,Color,Black,,
,,,,,,,,,,,,,Free Size / Multicolor,PV_MZ1172200570SE_standard_standard,1260.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-676949-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-676949-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-676949-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-676949-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/products/1172-223-676949-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1172-223-676949-product-5.webp",,,,,Size,Free Size,Color,Multicolor,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ1701200518ALHAGS_adjustable_black,1290.0,,98,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-636644-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-636644-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-636644-product-2-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-636644-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-636644-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-636644-product-2.webp",,,,,Size,Adjustable,Color,Black,,
,,,,,,,,,,,,,Adjustable / Pink,PV_MZ1701200942ALHAGS_adjustable_pink,1260.0,,110,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-675744-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-675744-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-675744-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-675744-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-675744-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-675744-product-1.webp",,,,,Size,Adjustable,Color,Pink,,
,,,,,,,,,,,,,Adjustable / Blue,PV_MZ1701200868ALHAGS_adjustable_blue,1260.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-671947-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-671947-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-671947-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-671947-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-671947-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-671947-product-3.webp",,,,,Size,Adjustable,Color,Blue,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1701200684ALHAGS_standard-size_black,1259.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-652290-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-652290-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-652290-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-652290-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-652290-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-652290-product-5.webp",,,,,Size,Standard Size,Color,Black,,
"Nail Growth Treatment Serum, 10 Pcs",nail-growth-treatment-serum-10-pcs,,Number Of Pieces: 10 Pcs Product Feature: Promotes Wellness And Self-Care,,Health Accessories,Material: Liquid | | Number Of Pieces: 10 Pcs | | Product Feature: Promotes Wellness And Self-Care |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / White,PV_MZ51100000538AFTS_standard_white,4860.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642781-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642781-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642781-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642781-product-9.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642781-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642781-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/products/511-223-642781-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642781-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642781-product-8.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-642781-product-5.webp",,,,,Color,White,Size,Standard,,
Clinically,clinically,,Japanese Pain Relief Gel,,Health Accessories,Material: Gel | | Number Of Pieces: 1 Pc | | Product Feature: Clinically-Proven Effectiveness For Specific Health Concerns | | Japanese Pain Relief Gel |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Off White,PV_MZ1013200235ZBSP_standard-size_off-white,830.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1013-223-684720-product-1.webp,,,,,Size,Standard Size,Color,Off White,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ5600000141ALSNLSGS_standard-size_black,1110.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/56-223-559908-product-2.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/56-223-559908-product-1-withcode.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/56-223-559908-product-3.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/56-223-559908-product-4.jpeg,https://content.public.markaz.app/markazimagevideo/public/products/56-223-559908-product-1.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/56-223-559908-product-1.jpeg",,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Standard Size / Off White,PV_MZ100400366LHLE_standard-size_off-white,749.0,,4,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1004-223-667013-product-1.webp,,,,,Size,Standard Size,Color,Off White,,
,,,,,,,,,,,,,Standard Size / Black,PV_MZ1013200206ZBSP_standard-size_black,650.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1013-223-677825-product-1.webp,,,,,Size,Standard Size,Color,Black,,
,,,,,,,,,,,,,Standard Size / Red,PV_MZ608200189SHBS_standard-size_red,1099.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/608-223-694638-product-1.webp,,,,,Size,Standard Size,Color,Red,,
,,,,,,,,,,,,,Standard Size / Off White,PV_MZ1013200205ZBSP_standard-size_off-white,909.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1013-223-677824-product-1.webp,,,,,Size,Standard Size,Color,Off White,,
,,,,,,,,,,,,,Standard Size / White,PV_MZ22100000208MSEE_standard-size_white,590.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/221-223-677610-product-1-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/221-223-677610-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/221-223-677610-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/221-223-677610-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/221-223-677610-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/221-223-677610-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/products/221-223-677610-product-1.webp",,,,,Size,Standard Size,Color,White,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ1518200026BGSE_adjustable_black,1300.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1518-223-512359-product-1.jpg,,,,,Size,Adjustable,Color,Black,,
,,,,,,,,,,,,,Standard Size / Off White,PV_MZ22100000196MSEE_standard-size_off-white,909.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/221-223-664949-product-1.webp,,,,,Size,Standard Size,Color,Off White,,
