title,slug,videoUrl,description,brand,categories,specifications,shippingAndReturns,rating,isBestSeller,isNewArrival,isFeatured,isOnDeal,variant_name,variant_sku,variant_price,variant_salePrice,variant_stock,variant_inStock,variant_images,variant_weight,variant_height,variant_width,variant_depth,attribute1_name,attribute1_value,attribute2_name,attribute2_value,attribute3_name,attribute3_value
Face Mask,face-mask,,Arabic Saudi Face Mask Pack of 3  Face Cover Face Protection Imported Fabric Washable Ready to Use,,Health Accessories,"Material: Cloth | | Number Of Pieces: 3 Pcs | | Bidoon Essma Face Mask – Jet Black Wool Chiffon (Korean Fabric) | | Description: | | Elevate your modest style with the Bidoon Essma Face Mask, crafted from premium Korean wool chiffon in a sophisticated jet black shade. Designed for breathability and comfort, this luxurious mask offers lightweight coverage while maintaining elegance. | | Key Features: | | ? Premium Korean Wool Chiffon – Ultra-soft, breathable, and comfortable for all-day wear | | ? Jet Black Color – Versatile and stain-resistant for a polished look | | ? Lightweight & Stretchy – Provides a snug, adjustable fit without irritation | | ? Modest & Stylish – Perfect for hijabis and modest fashion lovers | | ? Bidoon Essma Quality – Durable stitching and luxurious finish |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Black,PV_MZ1239200041BNEA_standard_black,1309.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1239-223-683759-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1239-223-683759-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1239-223-683759-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1239-223-683759-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1239-223-683759-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/products/1239-223-683759-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1239-223-683759-product-2.webp",,,,,Color,Black,Size,Standard,,
,,,,,,,,,,,,,Standard / Blue,PV_MZ2062200066BCNS_standard_blue,1109.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/2062-223-692542-product-2063.webp,,,,,Color,Blue,Size,Standard,,
Kinoki 10 Pcs Foot Pain Relief Patch,kinoki-10-pcs-foot-pain-relief-patch,,"Number Of Pieces: 10 Pcs Product Feature: Breathable And Hypoallergenic Materials For Sensitive Skin, Clinically-Proven Effectiveness For Specific Health Concerns, Compact And Lightweight For Travel Or Storage, Easy To Use And Maintain, Enhances Comfort And Convenience, Supports Various Health Needs, Promotes Wellness And Self-Care",,Health Accessories,"Material: Cotton | | Number Of Pieces: 10 Pcs | | Product Feature: Breathable And Hypoallergenic Materials For Sensitive Skin, Clinically-Proven Effectiveness For Specific Health Concerns, Compact And Lightweight For Travel Or Storage, Easy To Use And Maintain, Enhances Comfort And Convenience, Supports Various Health Needs, Promotes Wellness And Self-Care |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Green,PV_MZ1304200634ZETS_standard-size_green,1009.0,,1,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-694105-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-694105-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-694105-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/products/1304-223-694105-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-694105-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-694105-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-694105-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-694105-product-5.webp",,,,,Size,Standard Size,Color,Green,,
6 Pcs Dental Kit,6-pcs-dental-kit,,Number Of Pieces: 6 Pcs,,Health Accessories,Material: Stainless Steel | | Number Of Pieces: 6 Pcs |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Silver,PV_MZ1338200031EEWD_standard_silver,1090.0,,1,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1338-223-466241-product-1.jpg,,,,,Color,Silver,Size,Standard,,
2 Pcs Silicone Workout Gloves,2-pcs-silicone-workout-gloves,,"Elevate your fitness routine with our 2 Pcs Silicone Workout Gloves. Designed for maximum comfort and durability, these gloves enhance grip while protecting your hands. Perfect for any workout, they’re easy to use and maintain, making them an essential accessory for your exercise regimen. Get ready to train harder and achieve your fitness goals!",,Health Accessories,Material: Silicone | | Number Of Pieces: 2 Pcs |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Adjustable / Pink,PV_MZ1701200840ALHAGS_adjustable_pink,760.0,,60,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-669423-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-669423-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-669423-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-669423-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-669423-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-669423-product-2.webp",,,,,Size,Adjustable,Color,Pink,,
Designed For Safety And Effectiveness Face Mask,designed-for-safety-and-effectiveness-face-mask,,"Number Of Pieces: 2 Pcs Product Feature: Designed For Safety And Effectiveness Bling masks are made of soft cotton fabric. It protects you while making you look very stylish and beautiful. It's suitable for daily use and outdoor activities. Such as Art exhibition, Party, Ideal for Motorcycling, Skiing, Running, Biking, Mountain and Climbing. Sequin bling face masks have gained popularity as a stylish accessory, adding glamour and sparkle to everyday outfits. The incorporation of sequins, beads, or crystals onto the masks elevates their aesthetic appeal, making them a fashion-forward choice for various occasions, from parties to formal events. The shimmering effect of sequins catches the light, creating an eye-catching and trendy look.",,Health Accessories,"Material: Cotton | | Number Of Pieces: 2 Pcs | | Product Feature: Designed For Safety And Effectiveness | | Bling masks are made of soft cotton fabric. It protects you while making you look very stylish and beautiful. It's suitable for daily use and outdoor activities. Such as Art exhibition, Party, Ideal for Motorcycling, Skiing, Running, Biking, Mountain and Climbing. Sequin bling face masks have gained popularity as a stylish accessory, adding glamour and sparkle to everyday outfits. The incorporation of sequins, beads, or crystals onto the masks elevates their aesthetic appeal, making them a fashion-forward choice for various occasions, from parties to formal events. The shimmering effect of sequins catches the light, creating an eye-catching and trendy look. |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Black,PV_MZ97200000057CTSE_standard_black,570.0,,6,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/972-223-487835-product-975.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/972-223-487835-product-974.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/972-223-487835-product-976.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/972-223-487835-product-973-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/972-223-487835-product-973.jpg,https://content.public.markaz.app/markazimagevideo/public/products/972-223-487835-product-973.jpg",,,,,Color,Black,Size,Standard,,
10 Pcs Icing Cap for Wellness and Self,10-pcs-icing-cap-for-wellness-and-self,,"Discover the perfect solution for wellness and relaxation with our 10-piece Icing Cap set. Designed to promote self-care, these caps are ideal for soothing treatments and recovery. Made from gel material, they provide comfort and versatility, supporting your health needs wherever you go. Grab your pack today and elevate your self-care routine!",,Health Accessories,Material: Gel | | Number Of Pieces: 10 Pcs | | Product Feature: Promotes Wellness And Self-Care |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ51100000449AFTS_standard_standard,7110.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/products/511-223-619072-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-619072-product-9.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-619072-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-619072-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-619072-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-619072-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-619072-product-6.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-619072-product-8.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-619072-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-619072-product-7.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-619072-product-1.jpg",,,,,Color,Multicolor,Size,Standard,,
Mesh Nebulizer,mesh-nebulizer,,Number Of Pieces: 1 Pc Product Feature: Supports Various Health Needs,,Health Accessories,Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Supports Various Health Needs |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Free Size / Multicolor,PV_MZ2060200016AASE_standard_standard,2009.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-684339-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-684339-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-684339-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-684339-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/products/2060-223-684339-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-684339-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-684339-product-4.webp",,,,,Size,Free Size,Color,Multicolor,,
,,,,,,,,,,,,,Free Size / Multicolor,PV_MZ2060200018AASE_standard_standard,1760.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-686422-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-686422-product-1-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-686422-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-686422-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/products/2060-223-686422-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-686422-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-686422-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2060-223-686422-product-4.webp",,,,,Size,Free Size,Color,Multicolor,,
Mini Hot Water Bottle Bags,mini-hot-water-bottle-bags,,"Stay warm and cozy with our 4 Pcs Compact Hot Water Bottle Set! Made from durable synthetic rubber, these lightweight bottles are perfect for travel or cozy nights at home. Enjoy soothing relief wherever you go, designed for practicality and ease of use. Perfect for all your warmth needs!",,Health Accessories,"Material: Synthetic Rubber | | Number Of Pieces: 4 Pcs | | Product Feature: Compact And Lightweight For Travel Or Storage, Durable And Reliable Materials, Portable |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Multicolor,PV_MZ1472200047NETSWS_standard-size_standard,830.0,,14,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-598458-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-598458-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-598458-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-598458-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-598458-product-3.png,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-598458-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1472-223-598458-product-1.jpg",,,,,Size,Standard Size,Color,Multicolor,,
"Finger Gripper, Pack Of 3",finger-gripper-pack-of-3,,Number Of Pieces: 3 Pcs Length: 11.23 Cm Width: 3.5 Cm,,Health Accessories,Material: Synthetic Rubber | | Number Of Pieces: 3 Pcs | | Length: 11.23 Cm | | Width: 3.5 Cm |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Black,PV_MZ51100000057AFTS_standard_black,900.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-8.webp,https://content.public.markaz.app/markazimagevideo/public/products/511-223-450196-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-5.jpg",,,3.5,,Color,Black,Size,Standard,,
,,,,,,,,,,,,,Standard / Grey,PV_MZ51100000057AFTS_standard_grey,900.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-8.webp,https://content.public.markaz.app/markazimagevideo/public/products/511-223-450196-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-223-450196-product-5.jpg",,,3.5,,Color,Grey,Size,Standard,,
Surgical Gloves,surgical-gloves,,Number Of Pieces: 2 Pcs,,Health Accessories,Material: Silicone | | Number Of Pieces: 2 Pcs |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Adjustable / Pink,PV_MZ1701200899ALHAGS_adjustable_pink,830.0,,120,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-673752-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-673752-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-673752-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-673752-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-673752-product-5.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1701-223-673752-product-2.webp",,,,,Size,Adjustable,Color,Pink,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ59400000060OEKI_standard_standard,884.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-515014-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-515014-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/products/594-223-515014-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-515014-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-515014-product-4.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-515014-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/594-223-515014-product-3.jpg",,,,,Color,Multicolor,Size,Standard,,
"Durable Belly Fat Burner Belt - 1 Pc, Easy To Use and Maintain in Black and Yellow",durable-belly-fat-burner-belt---1-pc-easy-to-use-and-maintain-in-black-and-yellow,,"Transform your fitness journey with our Durable Belly Fat Burner Belt. Made from high-quality cloth, this effective belly shaper is designed for reliability and ease of use. Available in sizes XL and 2XL, it combines comfort with functionality, ensuring you stay motivated and supported throughout your workouts. Get ready to achieve your goals effortlessly!",,Health Accessories,"Material: Cloth | | Number Of Pieces: 1 Pc | | Product Feature: Durable And Reliable Materials, Easy To Use And Maintain |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,XL / Black,PV_MZ1177200008CYCS_xl_black,1209.0,,200,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1177-223-549889-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1177-223-549889-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1177-223-549889-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1177-223-549889-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1177-223-549889-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1177-223-549889-product-4.jpg",,,,,Size,XL,Color,Black,,
,,,,,,,,,,,,,XXL / Black,PV_MZ1177200008CYCS_xxl_black,1209.0,,200,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1177-223-549889-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1177-223-549889-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1177-223-549889-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1177-223-549889-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1177-223-549889-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1177-223-549889-product-4.jpg",,,,,Size,XXL,Color,Black,,
Foot Pedal Exercise Machine Arm and Leg Recovery Peddler Exerciser Under Desk Mini Exercise Bike,foot-pedal-exercise-machine-arm-and-leg-recovery-peddler-exerciser-under-desk-mini-exercise-bike,,Material/Fragrance: Stainless Steel Number Of Pieces: 1 Pc,,Health Accessories,Material/Fragrance: Stainless Steel | | Number Of Pieces: 1 Pc |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Black,PV_MZ67400000048CYCH_standard_black,1109.0,,50,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/674-223-329137-product-1.jpg,,,,,Color,Black,Size,Standard,,
Portable Compact Nebulizer,portable-compact-nebulizer,,"Experience the ease of breathing with our Compact Nebulizer. This 1-piece device is designed for portability and simplicity, making it perfect for travel or storage. With user-friendly features and durable materials, managing your health has never been easier. Take control of your wellness wherever you go!",,Health Accessories,"Material: Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Affordable And Accessible Solutions, Compact And Lightweight For Travel Or Storage, Durable And Reliable Materials, Easy To Use And Maintain, User-Friendly Interfaces For Ease Of Operation |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / White,PV_MZ1472200061NETSWS_standard-size_white,1559.0,,8,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-609587-product-6.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-609587-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-609587-product-1-withcode.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-609587-product-1.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-609587-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-609587-product-4.webp,https://content.public.markaz.app/markazimagevideo/public/products/1472-223-609587-product-1.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-609587-product-7.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1472-223-609587-product-5.webp",,,,,Size,Standard Size,Color,White,,
Chest Expander,chest-expander,,Home Gym,,Health Accessories,Material: Metal | | Rotating Handles | | Durable Springs | | High Quality Material |,,4.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Standard,PV_MZ55900035GALXY_standard-size_standard,910.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/578-42759-234651-product-1.jpeg,,,,,Size,Standard Size,Color,Standard,,
JSL-W302 Portable Mesh Nebulizer – Ultra-Silent & Powerful for Adults and Children,jsl-w302-portable-mesh-nebulizer-ultra-silent-powerful-for-adults-and-children,,"? Ultra-Silent Mesh Technology for comfortable breathing therapy  ? Fine Mist Delivery for deeper lung penetration  ? Portable & Lightweight — ideal for home, office, and travel  ? Safe for Adults & Children with included masks  ? USB Rechargeable for cordless convenience  ? Smart Auto Shut-Off for safety and power saving  ? Leak-Proof, Handheld Design  ? Easy to Use & Easy to Clean  ? Suitable fo",,Health Accessories,"Material: ABS Plastic | | Number Of Pieces: 1 Pc | | Product Feature: Breathable And Hypoallergenic Materials For Sensitive Skin, Portable For On-The-Go Use | | Length: 7 Cm | | Width: 2 Cm | | Height: 8 Cm | | Capacity: 250 Ml |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / White,PV_MZ2213200029TEBTFD_standard_white,1409.0,,100,TRUE,"https://content.public.markaz.app/markazimagevideo/public/products/2213-223-699477-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2213-223-699477-product-3.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2213-223-699477-product-1-withcode.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2213-223-699477-product-1.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2213-223-699477-product-2.webp,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/2213-223-699477-product-4.webp",,8,2,,Color,White,Size,Standard,,
Heating Knee Pad random color,heating-knee-pad-random-color,,Number Of Pieces: 2 Pcs,,Health Accessories,Material: Wormwood | | Number Of Pieces: 2 Pcs |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Adjustable / Black,PV_MZ1701201108ALHAGS_adjustable_black,730.0,,84,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1701-223-683263-product-1.webp,,,,,Size,Adjustable,Color,Black,,
Antiseptic Liquid,antiseptic-liquid,,Number Of Pieces: 2 Pcs Capacity: 100 Ml,,Health Accessories,Material: Liquid | | Number Of Pieces: 2 Pcs | | Capacity: 100 Ml |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,100 Ml / Brown,PV_MZ84900057NNTS_100-ml_brown,1040.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/849-223-397692-product-1.jpg,,,,,Size,100 Ml,Color,Brown,,
,,,,,,,,,,,,,50 Ml / Brown,PV_MZ84900058NNTS_50-ml_brown,747.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/849-223-397693-product-1.jpg,,,,,Size,50 Ml,Color,Brown,,
Instant Teeth Whitening Pen,instant-teeth-whitening-pen,,Teeth Whitening Pen,,Health Accessories,"Material: Plastic | | Product Details: Teeth Whitening Pen, Removes Stains, Easy To Use, Fast Results, Very Convenient And Pratical. |",,4.7,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Standard,PV_MZ49200267AFTRD_standard-size_standard,660.0,,10,TRUE,"https://content.public.markaz.app/markazimagevideo/public/products/511-45747-248463-product-1.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-45747-248463-product-4.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-45747-248463-product-5.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-45747-248463-product-1-withcode.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-45747-248463-product-2.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-45747-248463-product-6.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-45747-248463-product-1.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/511-45747-248463-product-3.jpeg",,,,,Size,Standard Size,Color,Standard,,
"Neutral Colors Hair Scrunchies - Matching Face Mask - Reusable, Washable, fashion fitted, crease free hair chunky scrunchie",neutral-colors-hair-scrunchies---matching-face-mask---reusable-washable-fashion-fitted-crease-free-h,,"Number Of Pieces: 2 Pcs Materials: Polyester, Cotton Handcrafted Matching Scrunchy and Face Mask Washable and Reusable Double layered Fitted Pattern designed for a snug and comfortable fit Elastic ear loops",,Health Accessories,"Material: Cloth | | Number Of Pieces: 2 Pcs | | Materials: Polyester, Cotton | | Handcrafted Matching Scrunchy and Face Mask | | Material: Poly/Spandex Blend | | Washable and Reusable | | Double layered | | Fitted Pattern designed for a snug and comfortable fit | | Elastic ear loops |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard / Multicolor,PV_MZ1771200006LASE_standard_standard,709.0,,100,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1771-223-673867-product-1.webp,,,,,Color,Multicolor,Size,Standard,,
12 Pcs Knee Pain Relief Patch - Durable & Effective Support for Wellness,12-pcs-knee-pain-relief-patch---durable-effective-support-for-wellness,,"Experience relief with our 12 Pcs Knee Pain Relief Patch. Designed for safety and effectiveness, these patches are made from durable silicone materials that promote wellness and self-care. Perfect for anyone seeking reliable knee support and comfort. Say goodbye to discomfort and hello to mobility with our user-friendly solution!",,Health Accessories,"Material: Silicone | | Number Of Pieces: 12 Pcs | | Product Feature: Designed For Safety And Effectiveness, Durable And Reliable Materials, Promotes Wellness And Self-Care |",,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Green,PV_MZ1304200209ZETS_standard-size_green,990.0,,997,TRUE,"https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-502364-product-5.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-502364-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-502364-product-6.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-502364-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1304-223-502364-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1304-223-502364-product-4.jpg",,,,,Size,Standard Size,Color,Green,,
Effective Nail Fungus Treatment Serum,effective-nail-fungus-treatment-serum,,"Say goodbye to nail fungus with our potent Nail Fungus Treatment Serum. This easy-to-use liquid formula provides clinically-proven effectiveness to combat stubborn nail infections, restoring your nails to their healthy state. Conveniently packaged as 1 Pc, it’s perfect for on-the-go use or storage at home. Transform your nail health today!",,Health Accessories,Material: Liquid | | Number Of Pieces: 1 Pc |,,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Standard Size / Brown,PV_MZ1472200062NETSWS_standard-size_brown,605.0,,39,TRUE,https://content.public.markaz.app/markazimagevideo/public/products/1472-223-609828-product-1.jpeg,,,,,Size,Standard Size,Color,Brown,,
Rubber Hot Water Bottle,rubber-hot-water-bottle,,Treat Your Pain With This Hot Water Bottle Treatment,,Health Accessories,"Material: Rubber | | Dimensions: Length: 35.5 Inches, Width: 19 Inches |",,4.1,,,,,,,,,,,,,,,,,,,,,
